es_id,cluster,row_id,report_group,study,outcome_subject,grade_band,g,v,se,n_t,n_c,n_clusters,icc_assumed,cluster_adjusted,pretest_adjusted,test_type,test_name,include,exclude_reason,extraction_method,source_stat,page_ref,extractor,confidence,notes
konstantopoulos_2016-02,konstantopoulos_2016,61,konstantopoulos_2016,Konstantopoulos et al. 2016,Reading,3-6,0.072,0.002209,0.047,,,57,,True,False,standardized_independent,ISTEP+ English language arts / reading (Indiana state test); z-standardized within grade,1,,"Outcome z-standardized within grade (SD=1), so the treatment quantile coefficient is already a standardized difference (d=0.072). 50th-quantile (median) ITT treatment effect used as proxy for the mean SMD. Hedges J = 1 - 3/(4*df-1), df = N_students-2 = 12564, J=0.99994; g = J*d = 0.07200; g_se = J*0.047 = 0.047; g_var = g_se^2 = 0.002209.",0.072,"p.597, Table 3 (Quantile Regression Estimates, ITT; Grades 3 to 6, Reading 50th quantile: 0.072, SE 0.047, schools=57, students=12,566)",subagent,medium,"MEDIAN (50th-quantile) ITT treatment effect, NOT an OLS mean. NOT statistically significant (only the 10th-quantile reading estimate 0.128* was significant). Total students with ISTEP+ reading in 3-6 band = 12,566 across 57 schools; per-arm n not reported. Broader 'Grades 3-8' ITT reading median = 0.060 (SE 0.042, ns). TOT 3-6 reading median = 0.072 (Table 4); IV 3-6 reading median = 0.071 (Table 5)."
konstantopoulos_2016-03,konstantopoulos_2016,62,konstantopoulos_2016,Konstantopoulos et al. 2016,STEM,K-2,0.019,0.006083,0.07799,,,44,,True,False,standardized_independent,TerraNova mathematics (CTB/McGraw-Hill); z-standardized within grade,1,,"Outcome z-standardized within grade (SD=1), so the treatment quantile coefficient is already a standardized difference (d=0.019). 50th-quantile (median) TOT treatment effect (Table 4) used; ITT K-2 not tabled. Hedges J = 1 - 3/(4*df-1), df = N_students-2 = 7515, J=0.99990; g = J*d = 0.01900; g_se = J*0.078 = 0.07799; g_var = g_se^2 = 0.006083.",0.019,"p.599, Table 4 (Quantile Regression Estimates, TOT; Grades K to 2, Mathematics 50th quantile: 0.019, SE 0.078, schools=44, students=7,517)",subagent,medium,"MEDIAN (50th-quantile) TOT treatment effect (mCLASS). NO ITT K-2 row exists in the paper (Table 3 ITT omits K-2); K-2 appears only in TOT Table 4 and single-grade IV Tables 6-7, so this is TOT not ITT. Not statistically significant at any quantile (all K-2 estimates ns). Total K-2 TerraNova math students = 7,517 across 44 schools (only 44 of 50 schools administered TerraNova); per-arm n not reported. Authors conclude mCLASS had no significant K-2 effect, possibly due to TerraNova-mCLASS misalignment. Single-grade IV (Table 6) math medians: K=0.032, G1=-0.028, G2=0.027 (all ns)."
konstantopoulos_2016-04,konstantopoulos_2016,62,konstantopoulos_2016,Konstantopoulos et al. 2016,Reading,K-2,0.026,0.005475,0.07399,,,44,,True,False,standardized_independent,TerraNova reading (CTB/McGraw-Hill); z-standardized within grade,1,,"Outcome z-standardized within grade (SD=1), so the treatment quantile coefficient is already a standardized difference (d=0.026). 50th-quantile (median) TOT treatment effect (Table 4) used; ITT K-2 not tabled. Hedges J = 1 - 3/(4*df-1), df = N_students-2 = 7538, J=0.99990; g = J*d = 0.02600; g_se = J*0.074 = 0.07399; g_var = g_se^2 = 0.005475.",0.026,"p.599, Table 4 (Quantile Regression Estimates, TOT; Grades K to 2, Reading 50th quantile: 0.026, SE 0.074, schools=44, students=7,540)",subagent,medium,"MEDIAN (50th-quantile) TOT treatment effect (mCLASS). NO ITT K-2 row exists in the paper, so this is TOT not ITT. Not statistically significant at any quantile. Total K-2 TerraNova reading students = 7,540 across 44 schools; per-arm n not reported. Several K-2 reading quantile estimates were negative/near-zero. Single-grade IV (Table 6) reading medians: K=-0.041, G1=0.020, G2=0.103 (all ns)."
kutaka_2017-01,kutaka_2017,63,kutaka_2017,Kutaka et al. 2017,STEM,K-2,0.123,0.004323,0.066,,,184,,True,True,standardized_independent,"Test of Early Mathematics Ability, 3rd Edition (TEMA-3) age-adjusted math ability score; outcome modeled as MASD = fall-spring change relative to expected age-adjusted growth",1,,"d = b/s = 1.85/15 = 0.1233, where b is the 'Participation in Primarily Math' fixed effect from the HLM student impact model (Table 6, p.147) and s=15 is the TEMA-3 math ability score population SD (mean 100, SD 15; outcome described p.145). SE(d)=SE(b)/s=0.99/15=0.066, Var(d)=0.004356. Hedges' J=1-3/(4*df-1) with df large (~200 teachers/many students) -> J=0.9962, so g=J*d=0.123, Var(g)=J^2*Var(d)=0.004323, SE(g)=0.066. Standardized by the TEMA-3 reference SD because the paper reports no posttest/gain SD and the impact estimate is in TEMA-3 ability-score units.",1.85,"p.147 Table 6 (impact estimate 1.85, SE 0.99, t=1.88, p=.061; variance components); p.145 (TEMA-3 mean 100, SD 15); p.147-148 results text",subagent,medium,"QED matched-comparison study. Only one student achievement outcome reported (TEMA-3 mathematics). HLM controls for fall math ability score (pretest), SES (building free/reduced lunch %), time, plus teacher-level predictors (Numbers & Operations MKT, Anxiety, Student-Centered Beliefs); model already nests students within teachers so the SE accounts for clustering -> cluster_adjusted=true. Positive g favors Primarily Math. Significant at the study's prespecified alpha=.10 (p=.061) but not at .05. Effect described by authors as 'small but positive,' consistent with g~0.12. Teacher (not student) outcomes (MKT subscales, FSMAS attitudes, MBS beliefs) were NOT extracted per instructions. n_clusters=184 is the count of teachers whose students were tested (Table 1, 80 PM + 104 comparison; K-2 subset ~73+90); student-level Ns not reported. If standardized instead by the model's residual SD (8.35) g would be ~0.221, or by the total MASD SD (sqrt(18.44+4.70+69.7)=9.64) g~0.192 -- the TEMA-3 reference SD of 15 was chosen as the most defensible standardizing SD for an age-normed score and yields the more conservative estimate."
landry_2014-01,landry_2014,64,landry_2014,Landry et al. 2014,Other,toddler (2-3 yr) center-based care,-0.078,0.0121,0.11,,,,,False,False,standardized_independent,Expressive One-Word Picture Vocabulary Test (EOWPVT),1,,"Computed by extractor: d = (M_RECC - M_control)/SD_pooled at Time 3, J small-sample correction (df estimated from N/3 per arm). Standardized by pooled posttest SD. NOT pretest-adjusted; NOT the paper's gain-score/growth-model estimate (paper reported none for cognitive outcomes).",,"p.535 Table 3 (Vocabulary, N=493); narrative p.534-535",subagent,medium,"Authors report this contrast as NON-significant ('no significant group differences ... for growth in vocabulary'). Per-arm n not given (total N=493); g_var/g_se are rough (assume n/arm ~164). Time1 (baseline) M(SD): RECC 15.60(9.69), control 17.55(10.01) -- slight control advantage at baseline."
landry_2014-02,landry_2014,64,landry_2014,Landry et al. 2014,Other,toddler (2-3 yr) center-based care,0.08,0.0121,0.11,,,,,False,False,standardized_independent,Expressive One-Word Picture Vocabulary Test (EOWPVT),1,,"Computed by extractor: d = (M_RECC+ - M_control)/SD_pooled at Time 3, J correction (df from N/3 per arm). NOT pretest-adjusted; not the paper's estimate.",,"p.535 Table 3 (Vocabulary, N=493); narrative p.534-535",subagent,medium,"Authors report NON-significant. Per-arm n not given. Time1 M(SD): RECC+ 17.69(11.36), control 17.55(10.01)."
landry_2014-03,landry_2014,64,landry_2014,Landry et al. 2014,Reading,toddler (2-3 yr) center-based care,-0.163,0.0122,0.111,,,,,False,False,standardized_independent,Pre-CTOPP Print Knowledge subtest (early literacy: letter knowledge / print concepts),1,,"Computed by extractor: d = (M_RECC - M_control)/SD_pooled at Time 3, J correction (df from N/3 per arm). NOT pretest-adjusted; not the paper's estimate.",,"p.535 Table 3 (Early Literacy, N=490); narrative p.534-535",subagent,medium,"Authors report NON-significant. Per-arm n not given (total N=490). Time1 M(SD): RECC 33.28(7.52), control 34.69(7.74). Children who dropped out had significantly lower TOPEL print knowledge at Wave 1 (selective attrition)."
landry_2014-04,landry_2014,64,landry_2014,Landry et al. 2014,Reading,toddler (2-3 yr) center-based care,0.063,0.0122,0.11,,,,,False,False,standardized_independent,Pre-CTOPP Print Knowledge subtest (early literacy: letter knowledge / print concepts),1,,"Computed by extractor: d = (M_RECC+ - M_control)/SD_pooled at Time 3, J correction (df from N/3 per arm). NOT pretest-adjusted; not the paper's estimate.",,"p.535 Table 3 (Early Literacy, N=490); narrative p.534-535",subagent,medium,"Authors report NON-significant. Per-arm n not given. Time1 M(SD): RECC+ 35.05(7.18), control 34.69(7.74)."
landry_2014-05,landry_2014,64,landry_2014,Landry et al. 2014,Other,toddler (2-3 yr) center-based care,-0.24,0.0122,0.111,,,,,False,False,standardized_independent,"Preschool Language Scale-4 (PLS-4), complex receptive language",1,,"Computed by extractor: d = (M_RECC - M_control)/SD_pooled at Time 3, J correction (df from N/3 per arm). NOT pretest-adjusted; not the paper's estimate.",,"p.535 Table 3 (Complex Language, N=492); narrative p.534-535",subagent,medium,Authors report NON-significant. Negative unadjusted posttest g is driven partly by baseline imbalance favoring control: Time1 M(SD) RECC 3.06(4.40) vs control 4.04(5.75); the authors' pretest-adjusted growth model found no significant difference. Per-arm n not given (total N=492).
landry_2014-06,landry_2014,64,landry_2014,Landry et al. 2014,Other,toddler (2-3 yr) center-based care,-0.15,0.0122,0.11,,,,,False,False,standardized_independent,"Preschool Language Scale-4 (PLS-4), complex receptive language",1,,"Computed by extractor: d = (M_RECC+ - M_control)/SD_pooled at Time 3, J correction (df from N/3 per arm). NOT pretest-adjusted; not the paper's estimate.",,"p.535 Table 3 (Complex Language, N=492); narrative p.534-535",subagent,medium,"Authors report NON-significant. Time1 M(SD): RECC+ 3.03(3.74), control 4.04(5.75) -- baseline imbalance favoring control. Per-arm n not given."
landry_2014-07,landry_2014,64,landry_2014,Landry et al. 2014,STEM,toddler (2-3 yr) center-based care,-0.183,0.0122,0.111,,,,,False,False,researcher_made,"Child Math Assessment-Downward Extension (CMA-DE), informal mathematical knowledge",0,researcher_made,"Computed by extractor: d = (M_RECC - M_control)/SD_pooled at Time 3, J correction (df from N/3 per arm). NOT pretest-adjusted; not the paper's estimate.",,"p.535 Table 3 (Early Mathematical Knowledge, N=490); narrative p.534-535",subagent,medium,Authors report NON-significant. CMA-DE is a developer/researcher-made measure (Starkey et al. 2004). Negative unadjusted posttest g partly reflects baseline imbalance favoring control: Time1 M(SD) RECC 16.23(12.92) vs control 19.09(15.07); math fidelity of implementation was rated LOW. Children who dropped out had significantly lower Wave1 math (selective attrition). Per-arm n not given (total N=490).
landry_2014-08,landry_2014,64,landry_2014,Landry et al. 2014,STEM,toddler (2-3 yr) center-based care,0.174,0.0122,0.111,,,,,False,False,researcher_made,"Child Math Assessment-Downward Extension (CMA-DE), informal mathematical knowledge",0,researcher_made,"Computed by extractor: d = (M_RECC+ - M_control)/SD_pooled at Time 3, J correction (df from N/3 per arm). NOT pretest-adjusted; not the paper's estimate.",,"p.535 Table 3 (Early Mathematical Knowledge, N=490); narrative p.534-535",subagent,medium,"Authors report NON-significant. Time1 M(SD): RECC+ 18.48(14.44), control 19.09(15.07). CMA-DE developer-made. Per-arm n not given."
landry_2017-01,landry_2017,65,landry_2017,Landry et al. 2017,Reading,Pre-k,0.0998,0.0092,0.0959,214,220,77,,True,True,standardized_independent,"TOPEL Print Knowledge subtest (Test of Preschool Early Literacy; 36 items: letter recognition, book & print concepts)",1,,"g = J*d with J=0.9983 (df=n_t+n_c-2=432). d=0.10 is the paper's reported Cohen's d for the TEEM-vs-no-TEEM main effect (Table 5, p.47), standardized by the pooled posttest SD within the multilevel ANCOVA framework. b=1.08 is the raw model coefficient. g_var computed as J^2*[(n_t+n_c)/(n_t*n_c)+d^2/(2(n_t+n_c))] since no model SE is reported; g_se=sqrt(g_var).",1.08,"p.47, Table 5 (Cognitive skills -> Print Knowledge -> 'TEEM vs. no TEEM' row); narrative p.47 sec 3.5.2",subagent,medium,TOPEL Print Knowledge subtest = early literacy/print-letter knowledge -> Reading. TEEM main effect non-significant (only the PALS main effect d=0.14 was significant for this outcome). d reported to 2 decimals only; g approximate. cluster_adjusted=true because child analyses used multilevel ANCOVA accounting for classroom nesting (Raudenbush & Bryk 2002). One of three TOPEL subtests; no TOPEL total reported.
landry_2017-02,landry_2017,65,landry_2017,Landry et al. 2017,Reading,Pre-k,0.0998,0.0092,0.0959,214,220,77,,True,True,standardized_independent,TOPEL Phonological Awareness subtest (Test of Preschool Early Literacy; 27 items: elision & blending tasks),1,,"g = J*d with J=0.9983 (df=432). d=0.10 is the paper's reported Cohen's d for the TEEM-vs-no-TEEM main effect (Table 5, p.47), standardized by pooled posttest SD in the multilevel ANCOVA. b=0.49 is the raw model coefficient. g_var = J^2*[(n_t+n_c)/(n_t*n_c)+d^2/(2(n_t+n_c))]; g_se=sqrt(g_var).",0.49,"p.47, Table 5 (Cognitive skills -> Phonological Awareness -> 'TEEM vs. no TEEM' row); narrative p.47-48",subagent,medium,"TOPEL Phonological Awareness subtest -> Reading (early literacy). IMPORTANT QUALIFIER: there is a SIGNIFICANT TEEMxPALS interaction for this outcome (d=-0.33, p<.05) -- children in TEEM classrooms whose parents did NOT receive PALS gained most -- so the TEEM main effect d=0.10 is qualified and should be treated cautiously by central merge. d reported to 2 decimals only; g approximate."
landry_2017-03,landry_2017,65,landry_2017,Landry et al. 2017,Other,Pre-k,0.0499,0.0092,0.0959,214,220,77,,True,True,standardized_independent,Language skills composite factor (EOWPVT expressive vocabulary + PLS-4 Auditory Comprehension + PLS-4 Expressive Communication + TOPEL Definitional Vocabulary),1,,"g = J*d with J=0.9983 (df=432). d=0.05 is the paper's reported Cohen's d for the TEEM-vs-no-TEEM main effect (Table 5, p.47), standardized by pooled posttest SD in the multilevel ANCOVA. b=0.04 is the raw model coefficient. g_var = J^2*[(n_t+n_c)/(n_t*n_c)+d^2/(2(n_t+n_c))]; g_se=sqrt(g_var).",0.04,"p.47, Table 5 (Cognitive skills -> Language skills -> 'TEEM vs. no TEEM' row); composite defined in Table 5 note & sec 2.9.3 (p.44)",subagent,medium,"'Language skills' is a composite factor (oral/receptive/expressive language) formed because the language measures were highly correlated (rs=0.62-0.86); composed of EOWPVT-SBE, PLS-4 Auditory Comprehension, PLS-4 Expressive Communication, and TOPEL Definitional Vocabulary. Mapped to Other (language, not reading/literacy). Component subtests are NOT reported separately, only as this composite. TEEM main effect non-significant and very small (d=0.05). d reported to 2 decimals only; g approximate."
landry_2021-01,landry_2021,66,landry_2021,Landry et al. 2021,Reading,Pre-K,0.08,,,337,293,68,,True,True,standardized_independent,Test of Preschool Early Literacy (TOPEL) - Phonological Awareness,0,no_variance,"Author-reported Hedges' g (Table 4, Main Effect of eTEEM column), computed from adjusted LSM difference standardized by pooled posttest raw-score SD; impact_estimate is the ANCOVA-adjusted LSM difference (b=1.13).",1.13,"p. 160, Table 4 (Academic Outcomes)",subagent,high,"Non-significant. n_t/n_c are analytic-sample cell sums (eTEEM 151+186; No eTEEM 133+160). Posttest completers: eTEEM 233, No eTEEM 219. TOPEL = norm-referenced literacy test -> Reading."
